Thetas,H1_empty,B2_empty,FWHM_empty
1.496291718170581042e+01,5.608999999999999773e+02,2.566138259349751038e+01,2.155999999999999943e+02
1.501854140914709568e+01,5.607999999999999545e+02,2.565264226883012810e+01,2.155000000000000000e+02
1.507416563658838093e+01,5.607999999999999545e+02,2.564386794086362542e+01,1.273000000000000398e+02
1.512978986402966797e+01,5.606999999999999318e+02,2.563505960957479601e+01,2.155000000000000000e+02
1.518541409147095322e+01,5.606000000000000227e+02,2.562621727547493933e+01,2.153999999999999773e+02
1.524103831891223848e+01,5.606000000000000227e+02,2.561734093961753800e+01,1.272999999999999261e+02
1.529666254635352374e+01,5.605000000000000000e+02,2.560843060360579315e+01,2.153999999999999773e+02
1.535228677379480899e+01,5.605000000000000000e+02,2.559948626960011353e+01,2.152999999999999829e+02
1.540791100123609425e+01,5.603999999999999773e+02,2.559050794032553711e+01,1.272999999999999261e+02
1.546353522867738128e+01,5.603999999999999773e+02,2.558149561907900704e+01,2.152999999999999829e+02
1.551915945611866654e+01,5.602999999999999545e+02,2.557244930973662633e+01,2.152000000000000739e+02
1.557478368355995180e+01,5.601999999999999318e+02,2.556336901676072770e+01,1.272000000000000313e+02
1.563040791100123705e+01,5.601999999999999318e+02,2.555425474520692930e+01,2.609000000000000341e+02
1.568603213844252231e+01,5.600999999999999091e+02,2.554510650073097011e+01,2.151000000000000796e+02
1.574165636588380757e+01,5.600999999999999091e+02,2.553592428959557026e+01,2.150000000000000568e+02
1.579728059332509282e+01,5.599999999999998863e+02,2.552670811867708878e+01,1.272000000000000313e+02
1.585290482076637986e+01,5.598999999999999773e+02,2.551745799547208193e+01,2.150000000000000568e+02
1.590852904820766511e+01,5.598999999999999773e+02,2.550817392810378337e+01,2.149000000000000625e+02
1.596415327564895037e+01,5.597999999999999545e+02,2.549885592532837819e+01,1.272000000000000313e+02
1.601977750309023563e+01,5.597999999999999545e+02,2.548950399654124510e+01,2.606999999999999886e+02
1.607540173053152088e+01,5.596999999999999318e+02,2.548011815178302797e+01,2.147999999999999829e+02
1.613102595797280614e+01,5.595999999999999091e+02,2.547069840174555466e+01,1.272000000000000313e+02
1.618665018541409140e+01,5.595999999999999091e+02,2.546124475777772389e+01,1.272000000000000313e+02
1.624227441285537665e+01,5.594999999999998863e+02,2.545175723189105810e+01,2.146999999999999886e+02
1.629789864029666191e+01,5.594999999999998863e+02,2.544223583676536293e+01,2.605000000000000000e+02
1.635352286773795072e+01,5.593999999999998636e+02,2.543268058575405988e+01,1.272000000000000313e+02
1.640914709517923598e+01,5.592999999999999545e+02,2.542309149288945491e+01,1.272000000000000313e+02
1.646477132262052123e+01,5.592999999999999545e+02,2.541346857288790773e+01,2.144999999999999716e+02
1.652039555006180649e+01,5.591999999999999318e+02,2.540381184115472024e+01,2.143999999999999488e+02
1.657601977750309175e+01,5.591999999999999318e+02,2.539412131378903581e+01,1.271999999999999176e+02
1.663164400494437700e+01,5.591000000000000227e+02,2.538439700758843287e+01,2.142999999999999545e+02
1.668726823238566226e+01,5.590000000000000000e+02,2.537463894005351861e+01,2.601999999999999886e+02
1.674289245982694752e+01,5.590000000000000000e+02,2.536484712939227038e+01,1.271999999999999176e+02
1.679851668726823277e+01,5.588999999999999773e+02,2.535502159452430249e+01,1.271999999999999176e+02
1.685414091470951803e+01,5.587999999999999545e+02,2.534516235508483817e+01,2.140999999999998806e+02
1.690976514215080329e+01,5.587999999999999545e+02,2.533526943142870280e+01,2.600999999999999091e+02
1.696538936959208854e+01,5.586999999999999318e+02,2.532534284463405783e+01,2.140999999999998806e+02
1.702101359703337735e+01,5.586000000000000227e+02,2.531538261650599253e+01,1.271999999999999176e+02
1.707663782447466261e+01,5.586000000000000227e+02,2.530538876957998440e+01,1.272000000000000313e+02
1.713226205191594786e+01,5.585000000000000000e+02,2.529536132712518182e+01,2.138999999999999773e+02
1.718788627935723312e+01,5.585000000000000000e+02,2.528530031314750914e+01,2.138999999999999773e+02
1.724351050679851838e+01,5.583999999999999773e+02,2.527520575239271139e+01,1.272000000000000313e+02
1.729913473423980363e+01,5.583000000000000682e+02,2.526507767034907914e+01,2.598999999999999773e+02
1.735475896168108889e+01,5.583000000000000682e+02,2.525491609325021258e+01,2.136999999999999602e+02
1.741038318912237415e+01,5.582000000000000455e+02,2.524472104807745509e+01,2.597999999999999545e+02
1.746600741656365940e+01,5.581000000000000227e+02,2.523449256256228423e+01,1.271999999999999176e+02
1.752163164400494466e+01,5.581000000000000227e+02,2.522423066518847534e+01,1.271999999999999176e+02
1.757725587144622992e+01,5.580000000000000000e+02,2.521393538519420119e+01,2.135000000000000568e+02
1.763288009888751517e+01,5.578999999999999773e+02,2.520360675257392558e+01,2.135000000000000568e+02
1.768850432632880043e+01,5.578999999999999773e+02,2.519324479808008732e+01,2.134000000000000341e+02
1.774412855377008924e+01,5.577999999999999545e+02,2.518284955322477359e+01,2.134000000000000341e+02
1.779975278121137450e+01,5.576999999999999318e+02,2.517242105028110188e+01,1.272000000000000313e+02
1.785537700865265975e+01,5.576999999999999318e+02,2.516195932228462340e+01,2.133000000000000398e+02
1.791100123609394501e+01,5.575999999999999091e+02,2.515146440303439590e+01,2.132000000000000171e+02
1.796662546353523027e+01,5.575000000000000000e+02,2.514093632709404247e+01,2.131000000000000227e+02
1.802224969097651552e+01,5.575000000000000000e+02,2.513037512979266097e+01,2.595000000000000000e+02
1.807787391841780078e+01,5.573999999999999773e+02,2.511978084722553106e+01,1.272000000000000313e+02
1.813349814585908604e+01,5.572999999999999545e+02,2.510915351625479985e+01,2.594000000000000341e+02
1.818912237330037129e+01,5.572999999999999545e+02,2.509849317450987982e+01,2.130000000000000284e+02
1.824474660074165655e+01,5.571999999999999318e+02,2.508779986038788934e+01,2.129000000000000057e+02
1.830037082818294181e+01,5.570999999999999091e+02,2.507707361305383387e+01,2.128000000000000114e+02
1.835599505562422706e+01,5.570999999999999091e+02,2.506631447244078714e+01,2.593000000000000114e+02
1.841161928306551587e+01,5.569999999999998863e+02,2.505552247924981302e+01,2.128000000000000114e+02
1.846724351050680113e+01,5.568999999999998636e+02,2.504469767494992993e+01,2.591999999999999318e+02
1.852286773794808639e+01,5.568999999999998636e+02,2.503384010177779473e+01,2.126999999999999318e+02
1.857849196538937164e+01,5.567999999999999545e+02,2.502294980273746461e+01,2.125999999999999375e+02
1.863411619283065690e+01,5.566999999999999318e+02,2.501202682159991042e+01,2.124999999999999147e+02
1.868974042027194216e+01,5.566999999999999318e+02,2.500107120290249085e+01,1.271999999999999176e+02
1.874536464771322741e+01,5.565999999999999091e+02,2.499008299194831295e+01,1.271999999999999176e+02
1.880098887515451267e+01,5.565000000000000000e+02,2.497906223480558552e+01,1.271999999999999176e+02
1.885661310259579793e+01,5.565000000000000000e+02,2.496800897830668831e+01,1.271999999999999176e+02
1.891223733003708318e+01,5.563999999999999773e+02,2.495692327004740818e+01,2.122999999999998977e+02
1.896786155747836844e+01,5.562999999999999545e+02,2.494580515838591239e+01,2.122000000000000171e+02
1.902348578491965370e+01,5.562999999999999545e+02,2.493465469244171828e+01,1.272000000000000313e+02
1.907911001236093895e+01,5.561999999999999318e+02,2.492347192209458839e+01,2.122000000000000171e+02
1.913473423980222776e+01,5.560999999999999091e+02,2.491225689798337584e+01,1.272000000000000313e+02
1.919035846724351302e+01,5.560000000000000000e+02,2.490100967150481281e+01,1.272000000000000313e+02
1.924598269468479828e+01,5.560000000000000000e+02,2.488973029481214638e+01,2.119999999999999432e+02
1.930160692212608353e+01,5.558999999999999773e+02,2.487841882081390921e+01,2.118999999999999204e+02
1.935723114956736879e+01,5.558000000000000682e+02,2.486707530317248427e+01,2.585999999999999659e+02
1.941285537700865405e+01,5.558000000000000682e+02,2.485569979630267667e+01,2.118999999999999204e+02
1.946847960444993930e+01,5.557000000000000455e+02,2.484429235537029967e+01,2.118000000000000398e+02
1.952410383189122456e+01,5.556000000000000227e+02,2.483285303629065410e+01,1.272000000000000313e+02
1.957972805933250982e+01,5.555000000000000000e+02,2.482138189572705045e+01,1.272000000000000313e+02
1.963535228677379507e+01,5.555000000000000000e+02,2.480987899108924921e+01,1.272000000000000313e+02
1.969097651421508033e+01,5.553999999999999773e+02,2.479834438053190482e+01,1.272000000000000313e+02
1.974660074165636559e+01,5.552999999999999545e+02,2.478677812295304506e+01,2.115000000000000000e+02
1.980222496909765439e+01,5.552999999999999545e+02,2.477518027799246170e+01,2.583000000000000114e+02
1.985784919653893965e+01,5.552000000000000455e+02,2.476355090603012599e+01,2.114000000000000057e+02
1.991347342398022491e+01,5.551000000000000227e+02,2.475189006818469650e+01,2.583000000000000114e+02
1.996909765142151016e+01,5.550000000000000000e+02,2.474019782631186004e+01,2.112999999999999829e+02
2.002472187886279542e+01,5.550000000000000000e+02,2.472847424300283592e+01,2.581999999999999886e+02
2.008034610630408068e+01,5.548999999999999773e+02,2.471671938158279858e+01,2.111999999999999886e+02
2.013597033374536593e+01,5.547999999999999545e+02,2.470493330610936411e+01,2.110999999999999659e+02
2.019159456118665119e+01,5.547999999999999545e+02,2.469311608137114078e+01,1.272000000000000313e+02
2.024721878862793645e+01,5.546999999999999318e+02,2.468126777288616580e+01,1.272000000000000313e+02
2.030284301606922170e+01,5.545999999999999091e+02,2.466938844690050558e+01,1.271999999999999176e+02
2.035846724351050696e+01,5.544999999999998863e+02,2.465747817038685952e+01,1.272999999999999261e+02
2.041409147095179222e+01,5.544999999999998863e+02,2.464553701104315309e+01,1.272999999999999261e+02
2.046971569839307747e+01,5.543999999999999773e+02,2.463356503729123048e+01,2.107999999999999545e+02
2.052533992583436628e+01,5.542999999999999545e+02,2.462156231827552944e+01,1.272999999999999261e+02
2.058096415327565154e+01,5.541999999999999318e+02,2.460952892386185198e+01,2.106999999999999602e+02
2.063658838071693680e+01,5.541999999999999318e+02,2.459746492463618495e+01,2.105999999999999375e+02
2.069221260815822205e+01,5.540999999999999091e+02,2.458537039190350626e+01,2.104999999999999432e+02
2.074783683559950731e+01,5.539999999999998863e+02,2.457324539768672977e+01,2.576999999999999886e+02
2.080346106304079257e+01,5.538999999999998636e+02,2.456109001472565367e+01,2.104000000000000341e+02
2.085908529048207782e+01,5.538999999999998636e+02,2.454890431647595150e+01,2.575999999999999659e+02
2.091470951792336308e+01,5.537999999999998408e+02,2.453668837710830530e+01,2.103999999999999773e+02
2.097033374536464834e+01,5.536999999999999318e+02,2.452444227150746769e+01,2.102999999999999829e+02
2.102595797280593359e+01,5.536000000000000227e+02,2.451216607527152647e+01,1.272999999999999261e+02
2.108158220024721885e+01,5.536000000000000227e+02,2.449985986471109456e+01,2.101999999999999602e+02
2.113720642768850411e+01,5.535000000000000000e+02,2.448752371684868478e+01,2.100999999999999659e+02
2.119283065512979292e+01,5.533999999999999773e+02,2.447515770941807034e+01,1.273000000000000398e+02
2.124845488257107817e+01,5.532999999999999545e+02,2.446276192086370571e+01,2.574000000000000909e+02
2.130407911001236343e+01,5.532999999999999545e+02,2.445033643034028259e+01,2.099000000000000341e+02
2.135970333745364869e+01,5.531999999999999318e+02,2.443788131771222183e+01,2.573000000000000682e+02
2.141532756489493394e+01,5.530999999999999091e+02,2.442539666355337857e+01,2.098000000000000398e+02
2.147095179233621920e+01,5.530000000000000000e+02,2.441288254914667277e+01,2.097000000000000455e+02
2.152657601977750446e+01,5.530000000000000000e+02,2.440033905648386181e+01,1.273000000000000398e+02
2.158220024721878971e+01,5.529000000000000909e+02,2.438776626826530958e+01,2.095999999999999659e+02
2.163782447466007497e+01,5.528000000000000682e+02,2.437516426789987634e+01,2.095999999999999659e+02
2.169344870210136023e+01,5.527000000000000455e+02,2.436253313950478372e+01,1.274000000000000483e+02
2.174907292954264548e+01,5.526000000000000227e+02,2.434987296790560762e+01,2.570999999999999659e+02
2.180469715698393074e+01,5.526000000000000227e+02,2.433718383863623913e+01,2.093999999999999488e+02
2.186032138442521600e+01,5.525000000000000000e+02,2.432446583793893424e+01,1.274000000000000483e+02
2.191594561186650481e+01,5.523999999999999773e+02,2.431171905276441692e+01,2.092999999999999545e+02
2.197156983930779006e+01,5.522999999999999545e+02,2.429894357077195011e+01,2.091999999999999318e+02
2.202719406674907532e+01,5.522999999999999545e+02,2.428613948032950276e+01,1.273999999999999346e+02
2.208281829419036058e+01,5.521999999999999318e+02,2.427330687051392388e+01,2.090999999999999375e+02
2.213844252163164583e+01,5.521000000000000227e+02,2.426044583111110597e+01,2.567999999999998977e+02
2.219406674907293109e+01,5.520000000000000000e+02,2.424755645261620529e+01,2.088999999999999204e+02
2.224969097651421635e+01,5.518999999999999773e+02,2.423463882623385146e+01,2.088999999999999204e+02
2.230531520395550160e+01,5.518999999999999773e+02,2.422169304387836064e+01,2.087999999999998977e+02
2.236093943139678686e+01,5.517999999999999545e+02,2.420871919817395934e+01,1.274999999999999432e+02
2.241656365883807212e+01,5.516999999999999318e+02,2.419571738245496562e+01,2.086999999999999034e+02
2.247218788627935737e+01,5.515999999999999091e+02,2.418268769076602354e+01,2.085999999999999943e+02
2.252781211372064263e+01,5.514999999999998863e+02,2.416963021786219912e+01,2.565000000000000000e+02
2.258343634116193144e+01,5.514999999999998863e+02,2.415654505920919703e+01,2.085000000000000000e+02
2.263906056860321669e+01,5.513999999999999773e+02,2.414343231098340681e+01,1.274999999999999432e+02
2.269468479604450195e+01,5.512999999999999545e+02,2.413029207007196320e+01,1.274999999999999432e+02
2.275030902348578721e+01,5.511999999999999318e+02,2.411712443407278172e+01,1.274999999999999432e+02
2.280593325092707246e+01,5.510999999999999091e+02,2.410392950129445921e+01,2.562999999999999545e+02
2.286155747836835772e+01,5.510999999999999091e+02,2.409070737075613877e+01,1.275999999999999517e+02
2.291718170580964298e+01,5.509999999999998863e+02,2.407745814218735347e+01,2.082000000000000739e+02
2.297280593325092823e+01,5.508999999999998636e+02,2.406418191602767465e+01,2.081000000000000796e+02
2.302843016069221349e+01,5.507999999999999545e+02,2.405087879342634238e+01,1.276000000000000512e+02
2.308405438813349875e+01,5.506999999999999318e+02,2.403754887624176462e+01,2.562000000000000455e+02
2.313967861557478400e+01,5.506999999999999318e+02,2.402419226704090960e+01,2.079000000000000625e+02
2.319530284301606926e+01,5.506000000000000227e+02,2.401080906909853496e+01,1.277000000000000597e+02
2.325092707045735452e+01,5.505000000000000000e+02,2.399739938639635994e+01,2.078000000000000398e+02
2.330655129789864333e+01,5.503999999999999773e+02,2.398396332362201022e+01,1.277000000000000597e+02
2.336217552533992858e+01,5.502999999999999545e+02,2.397050098616785974e+01,1.277000000000000597e+02
2.341779975278121384e+01,5.502999999999999545e+02,2.395701248012969842e+01,1.276999999999999602e+02
2.347342398022249910e+01,5.501999999999999318e+02,2.394349791230520452e+01,2.074999999999999716e+02
2.352904820766378435e+01,5.501000000000000227e+02,2.392995739019226775e+01,1.276999999999999602e+02
2.358467243510506961e+01,5.500000000000000000e+02,2.391639102198709210e+01,2.073999999999999773e+02
2.364029666254635487e+01,5.498999999999999773e+02,2.390279891658209621e+01,2.072999999999999545e+02
2.369592088998764012e+01,5.498000000000000682e+02,2.388918118356359699e+01,1.277999999999999687e+02
2.375154511742892538e+01,5.498000000000000682e+02,2.387553793320930851e+01,1.277999999999999687e+02
2.380716934487021064e+01,5.497000000000000455e+02,2.386186927648553890e+01,1.277999999999999687e+02
2.386279357231149589e+01,5.496000000000000227e+02,2.384817532504418480e+01,1.277999999999999687e+02
2.391841779975278115e+01,5.495000000000000000e+02,2.383445619121948766e+01,2.069999999999998863e+02
2.397404202719406996e+01,5.493999999999999773e+02,2.382071198802446688e+01,2.068999999999998636e+02
2.402966625463535522e+01,5.492999999999999545e+02,2.380694282914713611e+01,2.067999999999998693e+02
2.408529048207664047e+01,5.492999999999999545e+02,2.379314882894640704e+01,2.554999999999999716e+02
2.414091470951792573e+01,5.491999999999999318e+02,2.377933010244773371e+01,2.066999999999999602e+02
2.419653893695921099e+01,5.490999999999999091e+02,2.376548676533835902e+01,1.278999999999999773e+02
2.425216316440049624e+01,5.490000000000000000e+02,2.375161893396241908e+01,1.278999999999999773e+02
2.430778739184178150e+01,5.488999999999999773e+02,2.373772672531556793e+01,2.064999999999999432e+02
2.436341161928306676e+01,5.487999999999999545e+02,2.372381025703933943e+01,2.063999999999999488e+02
2.441903584672435201e+01,5.486999999999999318e+02,2.370986964741520353e+01,1.279999999999999858e+02
2.447466007416563727e+01,5.486999999999999318e+02,2.369590501535823890e+01,2.063000000000000398e+02
2.453028430160692253e+01,5.485999999999999091e+02,2.368191648041045383e+01,1.280000000000000853e+02
2.458590852904820778e+01,5.484999999999998863e+02,2.366790416273377673e+01,1.280000000000000853e+02
2.464153275648949304e+01,5.483999999999998636e+02,2.365386818310266293e+01,2.061000000000000227e+02
2.469715698393078185e+01,5.482999999999999545e+02,2.363980866289634974e+01,2.550000000000000000e+02
2.475278121137206711e+01,5.481999999999999318e+02,2.362572572409068883e+01,1.279999999999999858e+02
2.480840543881335236e+01,5.481999999999999318e+02,2.361161948924969778e+01,1.279999999999999858e+02
2.486402966625463762e+01,5.480999999999999091e+02,2.359749008151658245e+01,2.056999999999999886e+02
2.491965389369592287e+01,5.480000000000000000e+02,2.358333762460450345e+01,2.055999999999999943e+02
2.497527812113720813e+01,5.478999999999999773e+02,2.356916224278688787e+01,2.055999999999999943e+02
2.503090234857849339e+01,5.477999999999999545e+02,2.355496406088731476e+01,2.054999999999999716e+02
2.508652657601977864e+01,5.476999999999999318e+02,2.354074320426905587e+01,1.280999999999999943e+02
2.514215080346106390e+01,5.475999999999999091e+02,2.352649979882421860e+01,2.546999999999999602e+02
2.519777503090234916e+01,5.475000000000000000e+02,2.351223397096239509e+01,2.052999999999999545e+02
2.525339925834363441e+01,5.475000000000000000e+02,2.349794584759903771e+01,1.281999999999999034e+02
2.530902348578491967e+01,5.473999999999999773e+02,2.348363555614329101e+01,1.281999999999999034e+02
2.536464771322620848e+01,5.473000000000000682e+02,2.346930322448557149e+01,2.050999999999999375e+02
2.542027194066749374e+01,5.472000000000000455e+02,2.345494898098458592e+01,2.049999999999999432e+02
2.547589616810877899e+01,5.471000000000000227e+02,2.344057295445405131e+01,2.544999999999999147e+02
2.553152039555006425e+01,5.470000000000000000e+02,2.342617527414897438e+01,1.282999999999998977e+02
2.558714462299134951e+01,5.468999999999999773e+02,2.341175606975155787e+01,2.048000000000000398e+02
2.564276885043263476e+01,5.467999999999999545e+02,2.339731547135666290e+01,2.544000000000000057e+02
2.569839307787392002e+01,5.467999999999999545e+02,2.338285360945696212e+01,1.284000000000000057e+02
2.575401730531520528e+01,5.467000000000000455e+02,2.336837061492760270e+01,2.046000000000000227e+02
2.580964153275649053e+01,5.466000000000000227e+02,2.335386661901060634e+01,2.542999999999999545e+02
2.586526576019777579e+01,5.465000000000000000e+02,2.333934175329876126e+01,1.285000000000000284e+02
2.592088998763906105e+01,5.463999999999999773e+02,2.332479614971929038e+01,1.285000000000000284e+02
2.597651421508034630e+01,5.462999999999999545e+02,2.331022994051708253e+01,2.541000000000000227e+02
2.603213844252163156e+01,5.461999999999999318e+02,2.329564325823754345e+01,2.041000000000000227e+02
2.608776266996292037e+01,5.460999999999999091e+02,2.328103623570919467e+01,1.285000000000000284e+02
2.614338689740420563e+01,5.460999999999999091e+02,2.326640900602587436e+01,2.540000000000000284e+02
2.619901112484549088e+01,5.459999999999998863e+02,2.325176170252863628e+01,2.039000000000000057e+02
2.625463535228677614e+01,5.458999999999999773e+02,2.323709445878737867e+01,1.286000000000000227e+02
2.631025957972806140e+01,5.457999999999999545e+02,2.322240740858210373e+01,1.286000000000000227e+02
2.636588380716934665e+01,5.456999999999999318e+02,2.320770068588397805e+01,2.037000000000000171e+02
2.642150803461063191e+01,5.455999999999999091e+02,2.319297442483603433e+01,1.287000000000000455e+02
2.647713226205191717e+01,5.454999999999998863e+02,2.317822875973374508e+01,1.286999999999999318e+02
2.653275648949320242e+01,5.453999999999998636e+02,2.316346382500521273e+01,2.034999999999999432e+02
2.658838071693448768e+01,5.452999999999998408e+02,2.314867975519124244e+01,2.033999999999999204e+02
2.664400494437577294e+01,5.451999999999999318e+02,2.313387668492518046e+01,1.287999999999999261e+02
2.669962917181705819e+01,5.451999999999999318e+02,2.311905474891256773e+01,2.032999999999999261e+02
2.675525339925834700e+01,5.451000000000000227e+02,2.310421408191059456e+01,2.031999999999999034e+02
2.681087762669963226e+01,5.450000000000000000e+02,2.308935481870745221e+01,1.287999999999999261e+02
2.686650185414091752e+01,5.448999999999999773e+02,2.307447709410154246e+01,2.029999999999998863e+02
2.692212608158220277e+01,5.447999999999999545e+02,2.305958104288051302e+01,2.028999999999998920e+02
2.697775030902348803e+01,5.446999999999999318e+02,2.304466679980036048e+01,1.288999999999999488e+02
2.703337453646477329e+01,5.445999999999999091e+02,2.302973449956423480e+01,2.533999999999999773e+02
2.708899876390605854e+01,5.445000000000000000e+02,2.301478427680145700e+01,1.290000000000000568e+02
2.714462299134734380e+01,5.443999999999999773e+02,2.299981626604628104e+01,2.025999999999999659e+02
2.720024721878862906e+01,5.443000000000000682e+02,2.298483060171682979e+01,2.532999999999999829e+02
2.725587144622991431e+01,5.442000000000000455e+02,2.296982741809394213e+01,1.290999999999999659e+02
2.731149567367119957e+01,5.441000000000000227e+02,2.295480684930016579e+01,2.023999999999999488e+02
2.736711990111248483e+01,5.441000000000000227e+02,2.293976902927871819e+01,2.022999999999999545e+02
2.742274412855377008e+01,5.440000000000000000e+02,2.292471409177262842e+01,1.292000000000000739e+02
2.747836835599505889e+01,5.438999999999999773e+02,2.290964217030397165e+01,2.021000000000000512e+02
2.753399258343634415e+01,5.437999999999999545e+02,2.289455339815328472e+01,1.292000000000000739e+02
2.758961681087762940e+01,5.436999999999999318e+02,2.287944790833909181e+01,2.019000000000000341e+02
2.764524103831891466e+01,5.436000000000000227e+02,2.286432583359774284e+01,2.018000000000000114e+02
2.770086526576019992e+01,5.435000000000000000e+02,2.284918730636334416e+01,1.292999999999999829e+02
2.775648949320148517e+01,5.433999999999999773e+02,2.283403245874809784e+01,2.529000000000000057e+02
2.781211372064277043e+01,5.432999999999999545e+02,2.281886142252284699e+01,1.293999999999999773e+02
2.786773794808405569e+01,5.431999999999999318e+02,2.280367432909790182e+01,2.015000000000000000e+02
2.792336217552534094e+01,5.430999999999999091e+02,2.278847130950434519e+01,1.295000000000000000e+02
2.797898640296662620e+01,5.429999999999998863e+02,2.277325249437554788e+01,1.295000000000000000e+02
2.803461063040791146e+01,5.428999999999998636e+02,2.275801801392922386e+01,2.011999999999999886e+02
2.809023485784919671e+01,5.427999999999999545e+02,2.274276799794984072e+01,2.010999999999999659e+02
2.814585908529048552e+01,5.426999999999999318e+02,2.272750257577150634e+01,2.525999999999999091e+02
2.820148331273177078e+01,5.426999999999999318e+02,2.271222187626137057e+01,1.295999999999999943e+02
2.825710754017305604e+01,5.425999999999999091e+02,2.269692602780350654e+01,2.008999999999999488e+02
2.831273176761434129e+01,5.424999999999998863e+02,2.268161515828338182e+01,2.007999999999999545e+02
2.836835599505562655e+01,5.423999999999999773e+02,2.266628939507287654e+01,2.524999999999999147e+02
2.842398022249691181e+01,5.422999999999999545e+02,2.265094886501591986e+01,1.297999999999998977e+02
2.847960444993819706e+01,5.421999999999999318e+02,2.263559369441476932e+01,2.006000000000000227e+02
2.853522867737948232e+01,5.420999999999999091e+02,2.262022400901695818e+01,1.299000000000000057e+02
2.859085290482076758e+01,5.420000000000000000e+02,2.260483993400287517e+01,2.003000000000000114e+02
2.864647713226205283e+01,5.418999999999999773e+02,2.258944159397418971e+01,1.299000000000000057e+02
2.870210135970333809e+01,5.417999999999999545e+02,2.257402911294288828e+01,1.298999999999999204e+02
2.875772558714462335e+01,5.417000000000000455e+02,2.255860261432117753e+01,1.299999999999999147e+02
2.881334981458590860e+01,5.416000000000000227e+02,2.254316222091217981e+01,2.000000000000000853e+02
2.886897404202719741e+01,5.415000000000000000e+02,2.252770805490141726e+01,1.301000000000000227e+02
2.892459826946848267e+01,5.413999999999999773e+02,2.251224023784921258e+01,1.998000000000000682e+02
2.898022249690976793e+01,5.412999999999999545e+02,2.249675889068389623e+01,2.521000000000000512e+02
2.903584672435105318e+01,5.412000000000000455e+02,2.248126413369601195e+01,1.997000000000000171e+02
2.909147095179233844e+01,5.411000000000000227e+02,2.246575608653342115e+01,1.302000000000000455e+02
2.914709517923362370e+01,5.410000000000000000e+02,2.245023486819728475e+01,1.994000000000000057e+02
2.920271940667490895e+01,5.408999999999999773e+02,2.243470059703919617e+01,2.518999999999999773e+02
2.925834363411619421e+01,5.407999999999999545e+02,2.241915339075914204e+01,1.304000000000000625e+02
2.931396786155747947e+01,5.406999999999999318e+02,2.240359336640461052e+01,1.303999999999999488e+02
2.936959208899876472e+01,5.405999999999999091e+02,2.238802064037070139e+01,1.304999999999999716e+02
2.942521631644004998e+01,5.405000000000000000e+02,2.237243532840128779e+01,2.517999999999999545e+02
2.948084054388133524e+01,5.405000000000000000e+02,2.235683754559131486e+01,1.988999999999999488e+02
2.953646477132262405e+01,5.403999999999999773e+02,2.234122740639015348e+01,1.986999999999999602e+02
2.959208899876390930e+01,5.402999999999999545e+02,2.232560502460611929e+01,1.305999999999999659e+02
2.964771322620519456e+01,5.401999999999999318e+02,2.230997051341210735e+01,2.515999999999999375e+02
2.970333745364647982e+01,5.400999999999999091e+02,2.229432398535237780e+01,1.306999999999998749e+02
2.975896168108776507e+01,5.399999999999998863e+02,2.227866555235056012e+01,1.307999999999998693e+02
2.981458590852905033e+01,5.398999999999998636e+02,2.226299532571877648e+01,1.982999999999999261e+02
2.987021013597033559e+01,5.397999999999998408e+02,2.224731341616800862e+01,2.515000000000000000e+02
2.992583436341162084e+01,5.396999999999999318e+02,2.223161993381963342e+01,1.980999999999999943e+02
